7.351624458105509019e-01 7.145793142613115378e+01
5.647109138782840931e-01 4.906151336951165831e+01
5.996720916738764728e-01 4.755650751070288607e+01
7.376009738087043743e-01 7.702748098236281749e+01
6.004727733315451399e-01 5.014053130443005557e+01
5.995616925976008371e-01 4.663901001997976437e+01
5.992686483350361248e-01 4.501266552079721350e+01
4.230677198113715898e-01 2.441375736651309580e+01
4.275118661486354554e-01 2.251149808565151034e+01
4.230863912868806920e-01 2.441647924002950276e+01
7.358600703174338342e-01 7.453973522267483531e+01
1.542856685451443870e-03 1.042913145977308886e-02
5.236433418518552374e-01 5.172588859722156940e+01
4.231565267289994492e-01 2.358516572652422383e+01
5.995535943311817162e-01 4.663993550442796732e+01
4.218491662770296746e-01 2.195544352631202401e+01
6.048646016907889278e-01 5.156968901337461375e+01
4.216677416850001525e-01 3.279147036523215775e+01
2.815447105784835320e-03 2.097104183815190481e-02
4.219003907072764736e-01 2.195771480682549281e+01
5.178186538656187610e-01 3.097786698347306356e+01
5.992039377604637673e-01 4.501285758970720963e+01
6.007233329467850380e-01 5.015255781136579571e+01
4.231046035590019794e-01 2.358776329949034789e+01
4.230342803403695506e-01 2.358305446706242492e+01
4.218713395522795673e-01 2.195133607468778791e+01
4.230388684278923450e-01 2.358639696257648666e+01
2.871868374828800020e-03 1.760954187136576365e-02
5.996360130506561692e-01 4.755709361808123958e+01
3.163850042598346894e-03 2.368051362566347962e-02
5.996752736072022971e-01 4.755683241603230726e+01
4.215591789050797122e-01 3.278607988326143641e+01
4.230479052152631980e-01 2.358053420986652782e+01
4.231267975122222635e-01 2.441999340911434047e+01
4.230315719545310604e-01 2.358360367972761651e+01
5.642697084483422332e-01 4.835395817525500206e+01
5.992885391908111536e-01 4.500821889797612130e+01
1.128647383872357062e-03 7.335449733659515914e-03
3.542108675999549715e-03 2.721033262832861510e-02
4.224011674957196538e-01 2.167933514906098935e+01
7.353648818012519239e-01 7.183076772955485012e+01
4.231505384678301840e-01 2.359220785651405095e+01
2.989373283652459624e-03 1.928636883235412824e-02
4.275412860490144240e-01 2.250602039964064716e+01
5.995032558738248030e-01 4.664102235238999583e+01
4.218471038760394642e-01 2.194536797973512421e+01
4.230646596618737876e-01 2.358010376418519627e+01
4.231222108933654913e-01 2.358965198137536845e+01
5.307030041811336973e-01 2.630462967962273524e+01
4.218703475067554498e-01 2.195270189948564621e+01
5.647570390280235442e-01 4.222023871125838923e+01
4.110053735903410610e-01 3.028284443443840246e+01
1.370321638586558498e-03 8.700920395085631753e-03
5.180522640342081209e-01 3.097939057158089327e+01
4.231019258097947211e-01 2.440872675618254561e+01
5.950091236390048222e-01 5.158854311388461156e+01
4.231326502403226497e-01 2.441314254407495810e+01
4.223626301276234840e-01 2.167928048893406867e+01
1.535584928434924421e-03 1.073371068082451529e-02
5.996271118228315711e-01 4.755962896423523034e+01
4.223367780047729281e-01 2.168130826679498568e+01
5.995159845851423253e-01 4.610397250027244809e+01
4.231306402251269749e-01 2.358824058995958239e+01
5.225892117546121485e-01 3.046844483398581360e+01
4.218896484913513545e-01 2.195937023840883739e+01
2.739556598618220727e-03 1.779073471220726788e-02
7.375134222946884144e-01 7.702119108812348713e+01
5.862821598525795874e-01 5.187144549558126982e+01
4.231009227813432028e-01 2.358668050176322595e+01
4.218890759911091970e-01 2.195704439416408604e+01
5.947283662434464935e-01 5.158013841542413047e+01
4.112268562796268512e-01 3.028207385599728241e+01
4.219492134958976459e-01 2.195383618906350875e+01
3.587270418521946742e-03 2.754502194454744313e-02
4.224150918876359295e-01 2.167962749449577586e+01
5.943136543392807392e-01 5.157083267601353782e+01
5.647219953492136346e-01 4.855176881012198464e+01
3.044330117669879088e-03 2.153325800122729561e-02
3.205720315876919250e-03 2.067959501061977790e-02
4.230618615405810634e-01 2.358277626939775473e+01
4.509547496682744794e-01 3.301854175670735003e+01
1.103031690567752698e-03 6.811075738028193882e-03
5.994352102380718916e-01 4.610850758758488155e+01
4.223419232986149741e-01 2.167957066206133732e+01
4.230390190564803921e-01 2.357755273712689359e+01
5.180149988001034878e-01 3.097986111629381867e+01
7.353523479935460960e-01 7.182524538619816212e+01
4.231509648477979613e-01 2.358545594172005622e+01
4.218097593000945666e-01 3.279238224901212106e+01
5.228461095277617821e-01 3.047863950011048928e+01
4.223804791641452283e-01 2.168677455786473729e+01
4.218229306803609746e-01 2.195294303179275630e+01
7.353996851565987036e-01 7.183000154021374328e+01
1.382954311382390182e-03 8.598335046940519533e-03
4.223815338423826393e-01 2.168464198014339672e+01
4.230623188699738635e-01 2.357996890975255155e+01
5.992659195934005867e-01 4.500726416421912290e+01
4.230402284988376005e-01 2.441478137530714321e+01
4.218312698835791630e-01 2.194821249758490467e+01
4.217896931670452321e-01 2.194888842757097791e+01
5.995843927141435437e-01 4.664359566139808067e+01
5.994333184668786396e-01 4.610756927422437457e+01
4.230803342504404485e-01 2.441575528735450007e+01
4.231130421095866678e-01 2.358606094929768915e+01
4.218732008335110972e-01 2.194975472204839662e+01
3.344386487111588886e-03 2.607927777887653065e-02
6.005703092364366169e-01 5.014340108255271389e+01
1.102425383389175201e-03 7.351714305627865542e-03
5.602651098586652889e-01 4.583328165618058847e+01
1.090615027031468934e-03 9.000210521207918646e-03
5.309049092455171426e-01 2.630572686733557930e+01
5.996536407250220302e-01 4.832994640849813095e+01
5.950132967203211054e-01 5.158256390090025434e+01
4.222880630663421453e-01 2.167511676498099860e+01
6.055510865393427533e-01 5.367942721058875577e+01
4.231212854244421617e-01 2.358891852034230396e+01
6.007274301712244302e-01 5.015263782892168365e+01
4.218648687981773615e-01 2.195284850996097248e+01
4.110011736658711334e-01 3.028283744024133739e+01
1.251031273547845721e-03 9.594404701488201681e-03
4.111441180878261381e-01 3.028614075815016804e+01
5.950064478393460865e-01 5.158266983288945084e+01
3.193866712079323957e-03 2.338263468197965267e-02
7.376574444560507482e-01 7.716414878755347218e+01
2.906353695321589777e-03 1.779128097371085460e-02
4.231420682995382099e-01 2.441725975766325973e+01
4.231392343556851232e-01 2.358530477589670227e+01
4.218706637273444970e-01 2.195389629287763000e+01
